Image URL,Building Name,Property Description,Street Number,Street Name,Street Suffix,Subdivision,Unit Number,Address,City/Location,Zip Code,Year Built,List Price,MLS Number,Building SqFt,Balcony SF,Bathroom Description,Baths Full,Baths Half,Baths Total,Bed Room Description,Bedrooms
https://matrixmedia.harmls.com/mediaserver/GetMedia.ashx?Key=177523743&TableID=9&Type=1&Size=3&exk=82655c7033881a2e4b8ae569b06f0b09&Number=0,CITY PLAZA AT TOWN SQUARE,"Cozy updated unit in 4th floor. Open and light. Kitchen opens to living. Living/dining combination. Recent laminate wood floor in kitchen/living/bedroom. Recent paint. Granite counter top in kitchen and bathroom. Updated one big sink, faucet and disposal.Two closets in bedroom. Unit is facing balcony, walk down to pool, Lobby and Media room.  EZ access to assigned parking and guest parking.",2299,Lone Star,Drive,City Plaza At Town Square,404,2299 Lone Star Drive Unit#404,Sugar Land,77479,2004,"$210,000",55185826,835,,,1,0,1,All Bedrooms Down,1
https://matrixmedia.harmls.com/mediaserver/GetMedia.ashx?Key=186651735&TableID=9&Type=1&Size=3&exk=21e4b14aa5424a02a5f4d3d54d1a9f9d&Number=0,THE MOSAIC ON HERMANN PARK,"Fantastic 1 bedroom floor plan with a great view of Downtown Houston. Hardwood Floors. All appliances included. Valet parking 24 hours a day. Concierge 24 hours.  Best fitness center in town! A one acre pool deck area with hot tub, fire pits and grills. A 6,000 sq. ft. social lounge with pool table, large screen TVs and a first floor theater. Kitchen with a view and it's own balcony for morning coffee.  The living room has a picture window with a North view of the Houston skyline. The most appealing one bedroom unit in the building.",5925,Almeda,Road,Mosaic Residential North Con,11603,5925 Almeda Road Unit#11603,Houston,77004,2006,"$212,000",67726006,791,,Tub w/shower,1,0,1,,1
https://matrixmedia.harmls.com/mediaserver/GetMedia.ashx?Key=185014683&TableID=9&Type=1&Size=3&exk=c32669d7c2857d92b73f2666d073a1af&Number=0,2016 MAIN,"Over 1500 square feet of downtown living. Two units were combined to make this spacious and recently renovated 2-bedroom, 2-bath unit. Wake up to expansive views of Midtown and the Texas Medical Center from either of the bedrooms Enjoy the quiet south-side sweeping views from the two balconies. Spacious kitchen with center island; great for entertaining. All appliances stay, one parking space reserved, and 2 storage lockers.  All utilities covered in maintenance fees (electricity, water, sewer, trash, cable, and internet).  A controlled access building with 24/7 security, 24/7 maintenance, controlled access parking, a fitness center, 6th-floor pool/hot tub, lounge area, grills, and party room, with guest rooms available. Located on the Light Rail and minutes away from Minute Maid Park, Convention Center, Theater District, and UH-Downtown, Museum District, Hermann Park, and Zoo, and the world-renowned Texas Medical Center. Come enjoy urban living in the heart of downtown/midtown.",2016,Main,Street,Main Condo 03 Amd,814,2016 Main Street Unit#814,Houston,77002,1965,"$212,000",67332925,1574,,"Double Sinks, Primary Bath Shower Only, Shower Only",2,0,2,En-Suite Bath,2
https://matrixmedia.harmls.com/mediaserver/GetMedia.ashx?Key=181281741&TableID=9&Type=1&Size=3&exk=d70656b51559c0154949ac0502fe57b7&Number=0,KIRBY LOFTS,"Spacious 1/1 loft located in the heart of Downtown Houston! This loft has a private balcony. Large walk-in closet and washer and dryer in the unit. All furniture can be sold with the unit. Kirby Lofts is located on the MetroRail, and close proximity to Theater District, Discovery Green Park, Minute Maid, Toyota Center, Market Square Park, and more.  This is only one of two residential properties in Downtown Houston with access to the 7 mile tunnel system with over 200 eateries, medical, beauty, and retail. Also, only one of two residential properties in Downtown Houston with HOA fees including all utilities, yes, even ELECTRICITY, BASIC CABLE, and FIBER OPTIC WIFI!!  All appliances such as washer, dryer and refrigerator are included in sale of the unit.",917,Main,Street,Kirby Lofts Condo,503,917 Main Street Unit#503,Houston,77002,1920,"$214,000",20160508,961,,Primary Bath + Separate Shower,1,0,1,Primary Bed - 1st Floor,1
https://matrixmedia.harmls.com/mediaserver/GetMedia.ashx?Key=187376699&TableID=9&Type=1&Size=3&exk=27da40b2ca0c4ce7655512e97d45fd4c&Number=0,BAYOU LOFTS,"Light filled corner unit in Downtown Historic District. 1 bedroom loft features exposed brick, wide plank cherry hardwood floors and Bayou views. Magnetite window inserts for energy efficiency & noise reduction. Kitchen has granite tops, gas cooking, and a breakfast bar. Separate bedroom has dual closets and plenty of room. Roomy bath has tub/shower combo and period tile. Building has 24/7 concierge,gym, rooftop deck, splash pool & more. Near Market Square Park, MetroRail, restaurants & all Downtown attractions. Monthly HOA includes WIFI, basic cable, water, sewer, trash and gas!",915,Franklin,Street,Bayou Lofts Condo 02 Amd,8H,915 Franklin Street Unit#8H,Houston,77002,1997,"$215,000",38789868,899,,"Double Sinks, Tub w/shower, Whirlpool/Jetted Tub",1,0,1,Walk-In Closet,1
https://matrixmedia.harmls.com/mediaserver/GetMedia.ashx?Key=186368539&TableID=9&Type=1&Size=3&exk=cccc8a0fdda1cadd62fa35af55769d1e&Number=0,THE MOSAIC ON HERMANN PARK,"Ultimate High Rise Living at the BEST PRICE! This unit is priced competitively and has new floors, updates throughout, and some of the best views in the building. Enjoy the best of High Rise living that Houston and the Medical Center has to offer. This building has all of the bells and whistles.  The incredible amenities include: gym access to an enormous state-of-the-art fitness center, swimming pool, coffee and computer area, and meeting room, media room, free van to medical center area, valet parking, dog park service, trash, public area cleanliness, mail and package service..Walk to museums, Hermann Park, and minutes from the best Medical Center in all of the nation.",5925,Almeda,Road,Mosaic Residl North Condo,12412,5925 Almeda Road Unit#12412,Houston,77004,2006,"$215,000",32936293,757,,,1,0,1,,1
https://matrixmedia.harmls.com/mediaserver/GetMedia.ashx?Key=186291896&TableID=9&Type=1&Size=3&exk=21d34fe7ad6f34e5ee611bb95406d2f9&Number=0,OTHER,"Situated in the heart of Museum Park, MUSEUM BLVD is a brand new, 37-residence mid-rise building that offers multiple one and two-bedroom floor plan options. Enjoy state-of-the-art finishes such as European-imported cabinetry, designer kitchen & bath packages and quartz counters. The community was designed around a large outdoor terrace which further extends the living area of each condominium. The nearby MetroRail can quickly deliver you in minutes to The Texas Medical Center, Rice University, Downtown Houston & more. A few blocks south you will find Hermann Park, the Houston Zoo & multiple world-renowned museums. The Ion, the future nucleus for innovation spearheaded by Rice University, is a couple of hundred feet north. Built by award-winning developer, Surge Homes, an emphasis was placed on privacy with electronic security access points and cameras located in all common areas. With some of the lowest HOA dues in the entire city, this community has a high ranking amongst its peers.",4819,Caroline,Street,Museum Park,102,4819 Caroline Street Unit#102,Houston,77004,2020,"$215,000",8180470,602,45,Primary Bath Shower Only,1,0,1,,1
https://matrixmedia.harmls.com/mediaserver/GetMedia.ashx?Key=185794022&TableID=9&Type=1&Size=3&exk=78222194ab99ac39bceb2fe659c729d3&Number=0,BAYOU LOFTS,"Wow Factor is HERE! 3rd Floor Fab!!! 1 Bedroom & bath suite w spacious living, breakfast, incredible kitchen & closet & private balcony!!! Tons of natural light w gorgeous plantation shutters, Exposed brick walls, hardwood floors, granite. POA: 24/7 concierge, weight room, roof top pool & grill, internet, cable, water, sewer, trash, gas, porter, courtesy patrol. Walk to Market Sq Park, eateries, Theater District, UHD campus, dog park, Metro and more! Minutes from BBVA, MinuteMaid +++ Come see this now!",915,Franklin,Street,Bayou Lofts,3I,915 Franklin Street Unit#3I,Houston,77002,1997,"$215,900",85242345,919,,Vanity Area,1,0,1,"Sitting Area, Walk-In Closet",1
https://matrixmedia.harmls.com/mediaserver/GetMedia.ashx?Key=180934776&TableID=9&Type=1&Size=3&exk=6012e64185fbe578a85c1fb7d581723b&Number=0,2016 MAIN,"Experience Luxury Living downtown in this newly renovated high rise condo! Gorgeous enchanting views of the city, downtown, midtown, and the medical center. Newly renovated open floor plan with italian floors and newly renovated bathrooms. The kitchen has modern cherry wood cabinets with a stylish backsplash and upgraded countertops. Stainless steel appliances including a wash machine. The living room has a beautiful built-in wood entertainment center! Master suite includes upgraded closets, with a seperate balcony area. The 6th floor has the lounge and pool/spa area with outdoor grill and a huge party room for all your entertaining. Also a complete fitness center, 24/7 security on the grounds. All bills are included on HOA fee, Insurance, High speed Internet access, Cable/WiFi, Water/sewer/garbage, electricity/gas, putting green, 24/7 maintenance, controlled access parking/ security guard.",2016,Main,Street,2016 Main Condo,1204,2016 Main Street Unit#1204,Houston,77002,1965,"$217,750",60234381,1169,,,2,0,2,,2
https://matrixmedia.harmls.com/mediaserver/GetMedia.ashx?Key=187226782&TableID=9&Type=1&Size=3&exk=6fc68d5bc50d1079fda371f1c801ce76&Number=0,LOFTS ON POST OAK,"Fabulous condo! Amazing location on prestigious Post Oak Blvd. Highly desirable large one bedroom, one bath condo. Beautiful & bright interior w/ open kitchen, dining/family combined, massive suite, spacious living room & serene view. Convenient and easy lock and leave access. Ideal condo for a primary home, secondary or city home that offers hotel style amenities. This luxurious building offers amenities such as valet, concierge, a conference room, party room, six cocktail pools, fitness gym, cinema, private party room w/catering kitchen, assigned parking, extra parking & pet park. Exciting location within walking distance to premier hot spots such as Post Oak Hotel, Mastro's Steakhouse, Uptown Park, Granduca Hotel, Whole Foods, North Italia, True Foods, Ninfa's, Hilton Hotel, Café Annie's & Galleria Mall. Minutes away from River Oaks District, Memorial Park & the Houstonian. Quick access to 610 Loop. One assigned parking space incl.",1901,Post Oak,Boulevard,The Lofts On Post Oak Condo,3305,1901 Post Oak Boulevard Unit#3305,Houston,77056,2003,"$219,000",72239841,869,,"Primary w/Tub, Tub w/shower",1,0,1,"All Bedrooms Down, Walk-In Closet",1
https://matrixmedia.harmls.com/mediaserver/GetMedia.ashx?Key=186725748&TableID=9&Type=1&Size=3&exk=c2f58a634b79143be05b11625f8debe9&Number=0,BRIAR PLACE,"Enjoy ease of living in one of the best areas in town with endless shopping, restaurants, and entertainment options! This 5th floor condo has 2 spacious bedrooms and 2 bathrooms with tons of updates. The open living area boasts mahogany wood flooring, granite wet bar and a balcony with lovely views of the Galleria area - perfect for entertaining. The pass-through kitchen is open and bright with marble tile flooring, granite counters, designer tile back splash, ss appliances and custom cabinetry. Both bathrooms have been updated with granite counters, lighting, and mirrors. The mahogany flooring carries throughout both bedrooms for a seamless look and no vacuuming! You'll love the elegant amenities including secure entrance lobby and concierge, sparkling swimming pool, hot tub, sauna, outdoor kitchen, gym and executive meeting space. Once you see it, you'll want to own it!",21,Briar Hollow,Lane,Briar Place Condo,509,21 Briar Hollow Lane Unit#509,Houston,77027,1979,"$219,000",23470284,1429,,,2,0,2,,2
https://matrixmedia.harmls.com/mediaserver/GetMedia.ashx?Key=185467650&TableID=9&Type=1&Size=3&exk=2f5d84072db1b2f0665065611a083099&Number=0,OTHER,"Playa del Carmen has been a worldwide reference; investors and tourists have demonstrated this last statement for the last 20 years, but what has been the secret? What is playa ´s magic and mysticism? Simple; The Playa way of life is what everybody wants: freedom, fun and amusement. When you invest in Playa del Carmen, you are making a smart decision. Playa is one of the fastest growing cities in Latin America. Being located in the most profitable zone of the Riviera the returns on your investment will be the best in the market. Every day its capital gain is giving more and more profit, that’s why investors and tourists are always welcome in this great turquoise paradise. Pura Playa Condos gives you the opportunity to make a safe and fun investment.",0,Calle 24 Norte,,other,102,0 Calle 24 Norte Unit#102,Playa Del Carmen,77710,,"$219,000",76142861,786,,,1,0,1,1 Bedroom Down - Not Primary BR,1
https://matrixmedia.harmls.com/mediaserver/GetMedia.ashx?Key=179746208&TableID=9&Type=1&Size=3&exk=c1927d510e5830fb1db84676c891a4ce&Number=0,GREENWAY,"16th floor 2/2 with recent tile at entry and kitchen. Stainless appliances, granite Counters and open breakfast bar. Hardwoods at living room and bedrooms. Galleria skyline views. Full service high rise living with 24 hr. Security, doorman, valet, porter, heated pool. Close to great shopping and dining. Easy freeway access to downtown, Medical center and the galleria.",14,Greenway,Plaza,Greenway Condo,16M,14 Greenway Plaza Unit#16M,Houston,77046,1980,"$219,000",15313829,1080,,,2,0,2,"1 Bedroom Down - Not Primary BR, All Bedrooms Down, Primary Bed - 1st Floor",2
https://matrixmedia.harmls.com/mediaserver/GetMedia.ashx?Key=178682183&TableID=9&Type=1&Size=3&exk=8853347e7fc8e7f973f9f1c581b2d86c&Number=0,THE PIEDMONT,"Wonderful large 1 bedroom condo with additional study space. Open floor plan.  High ceilings.  Wood floors in living room and study. Large Master bedroom.  Bathroom with separate shower and tub.  Refrigerator, washer/dryer and wine cooler included. Custom wood shutters on all windows. Custom lighting. Balcony. 1 covered parking.  Short distance to Allen Parkway Hike & Bike Trails and River Oaks Shopping & restaurants. Few minutes away from downtown.",1010,Rosine,Street,Piedmont/River Oaks,28,1010 Rosine Street Unit#28,Houston,77019,2006,"$219,000",13099176,1095,,,1,0,1,Primary Bed - 1st Floor,1
https://matrixmedia.harmls.com/mediaserver/GetMedia.ashx?Key=177800465&TableID=9&Type=1&Size=3&exk=7b79c1bfa9158e10474a409d2154c96e&Number=0,THE MOSAIC ON HERMANN PARK,"This beautiful 9th floor 1 bed/1 bath features gorgeous views with open breakfast bar/kitchen, beautiful wood cabinets and stainless steel appliances. Built-in desk area. The Mosaic provides the finest in luxury owner services with 24 hour valet, concierge, business center & coffee lounge. Fitness Center has boxing gym, steam/dry sauna, showers & views of Hermann Park. Theater room, 1-acre pool deck with hot tub, cabanas, outdoor kitchen & fire pits. Complementary shuttle service to TX Medical Center.",5925,Almeda,Road,Mosaic on Hermann Park,10907,5925 Almeda Road Unit#10907,Houston,77004,2006,"$219,000",55523450,800,,,1,0,1,Primary Bed - 1st Floor,1
https://matrixmedia.harmls.com/mediaserver/GetMedia.ashx?Key=186988690&TableID=9&Type=1&Size=3&exk=e7f9fee681cd29435d7fd0ccdeae6478&Number=0,THE WOODWAY,"Location, location location! Steps away from the Tanglewood Boulevard walking path and with a park at your doorstep with tennis courts and other amenities, minutes away from Galleria shopping and dining experiences and convenient to I-10 and I-610 this true 3 bedroom condo is a rare offering. Light, bright and clean one has the opportunity to move right in immediately, or at this price level bring your creativity your interior designer and customize to your own personal style. Woodway Place Atrium offers 24/7 concierge, on-site manager, fitness room, pool/spa area with multiple seating areas and outdoor summer kitchen. Two assigned parking spaces also convey.",661,Bering,Drive,Woodway Place,710,661 Bering Drive Unit#710,Houston,77057,1980,"$219,900",10492575,1686,,,2,0,2,"All Bedrooms Down, En-Suite Bath, Walk-In Closet",3
https://matrixmedia.harmls.com/mediaserver/GetMedia.ashx?Key=183970082&TableID=9&Type=1&Size=3&exk=dd11946cb469224feab8ae9a5d0d4632&Number=0,THE MOSAIC ON HERMANN PARK,"Tremendous views of the TX Medical Center & Hermann Park from the kitchen, dining & living rooms.  Beautiful wood floors throughout.  Mosaic offers 24 hour valet, concierge,Business Center, Coffee Lounge & Fitness Center.  One acre pool deck w/fire pits, hot tub, outdoor kitchen & cabanas. 6000 sq ft Social Lounge w/pool table. Fitness Center w/dry & steam showers & boxing gym. Shuttle to Med Center.",5925,Almeda,Road,Mosaic Residential North Condo,12212,5925 Almeda Road Unit#12212,Houston,77004,2006,"$219,900",90908378,757,,,1,0,1,,1
https://matrixmedia.harmls.com/mediaserver/GetMedia.ashx?Key=187013487&TableID=9&Type=1&Size=3&exk=1bb5abd8e6ba2e84fa84a336b25e6b96&Number=0,THE MARK,"BALCONY POOL VIEW with UNOBSTRUCTED view from the balcony to Uptown and Downtown. EXTRA LARGE PRIMARY BEDROOM and SUPER HUGE WALK-IN CLOSEST. GRANITE COUNTERS, WINE FRIDGE. 24 HOUR FITNESS CENTER and BUSINESS CENTER. 24 Hour Concierge and Free Valet Parking!!",3505,Sage,Road,Mark Condo 01 Amd,1003,3505 Sage Road Unit#1003,Houston,77056,2000,"$220,000",19845054,905,,,1,0,1,Walk-In Closet,1
https://matrixmedia.harmls.com/mediaserver/GetMedia.ashx?Key=186761702&TableID=9&Type=1&Size=3&exk=7bdc9fd459792d1097787fc1410c9e6b&Number=0,BY THE SEA,"By the Sea a great place to call home or to add to your portfolio. This is a 2/2 .  All furnishings convey. Carpeted floors  with a great view!  Breakfast bar. By the Sea Amenities include include a pool, grille area, tennis court, Party room,  pet area, lobby, plenty of parking (unassigned) , and a storage unit on the 1st floor for all one needs  for a trip to the beach!  Close enough to downtown for the fun it has to offer as well as a stones throw from Moody Garden and Schlitterbahn. The second bedroom is currently being used as an office. All personal eitems donot convey",7310,Seawall,,By The Sea Condominium,806,7310 Seawall Unit#806,Galveston,77551,1980,"$220,000",97286471,875,250,Tub w/shower,2,0,2,All Bedrooms Down,2
https://matrixmedia.harmls.com/mediaserver/GetMedia.ashx?Key=175209461&TableID=9&Type=1&Size=3&exk=749398516586d3c3658b500b7c40a329&Number=0,OTHER,"Come and enjoy the perfect balance between luxury and nature. BRIARA is a new complex in the Riviera Maya, offering many options of luxuries apartments including this amazing 1,076 SqFt apartment fully furnished. BRIARA is a space for interaction: environment, vegetation, location and inhabitants. Open your consciousness, reinvent your senses, disconnect from the mundane. Admire, care for and enjoy what the planet offers. Hold the helm of your destiny, hoist the sails and start the journey of your life. The compass points out north, but your spirit shows the way. BRIARA will be your resting place in the pursuit of new horizons.",307,Cancun Tulum,,TAEMA Luxury Complex,1105,307 Cancun Tulum Unit#1105,Tulum Quintana Roo,77733,2019,"$223,098",57109703,1076,,,2,0,2,,1
https://matrixmedia.harmls.com/mediaserver/GetMedia.ashx?Key=186956227&TableID=9&Type=1&Size=3&exk=eb454b807011771dce59981c47f5a8cb&Number=0,THE MOSAIC ON HERMANN PARK,"High Rise living in the Med Center with a beautiful view of Downtown Houston! This is a great floor plan with a large open kitchen, oversized living room, and a bedroom with a view! This unit has floor-to-ceiling windows, balcony, a walk-in closet, granite countertops, and stainless steel appliances. Amenities Galore! 24hr concierge, 6,000 sqft fitness center, 7,000 sqft social lounge, and a 1 acre pool area with a hot tub and BBQ grills, conference room, theatre, and more!",5925,Almeda,Road,Mosaic Residential North Condo,12410,5925 Almeda Road Unit#12410,Houston,77004,2006,"$224,900",30745186,800,,,1,0,1,,1
https://matrixmedia.harmls.com/mediaserver/GetMedia.ashx?Key=187073992&TableID=9&Type=1&Size=3&exk=eb1d752a87142e1c633e3c5f595923e5&Number=0,THE MOSAIC ON HERMANN PARK,"This large 1 bedroom condo in the North Tower of The Mosaic features a wall of windows and stunning views of downtown Houston. This floorpan is unique with 800 square feet of living space and a patio. The Mosaic is the best of luxury, high rise living, with exceptional amenities: available concierge and valet service, a resort style pool complete with grills and fire pits, conference rooms, a fitness/wellness center and more. Walk to Herman Park with easy access to the Medical Center, Downtown Houston and more. Don't forget to check out the virtual tour.  Schedule your showing today.",5925,Almeda,Road,Mosaic Residential North Con,10807,5925 Almeda Road Unit#10807,Houston,77004,2006,"$225,000",70774157,800,,,1,0,1,"All Bedrooms Down, Primary Bed - 1st Floor",1
https://matrixmedia.harmls.com/mediaserver/GetMedia.ashx?Key=186412083&TableID=9&Type=1&Size=3&exk=aff5e7b6cb4ef0806f6e0a932b0916d7&Number=0,THE EDGE,"FRESHLY PAINTED AND CLEANED, READY FOR MOVE IN.  GREAT LOCATION DOWNTOWN AND WALKING DISTANCE TO MANY RESTAURANTS, COFFEE SHOPS, BARS, ETC.  CONDO HAS WOOD FLOORING IN THE LIVING AND DINING AREA.  KITCHEN FEATURES STAINLESS STEEL APPLIANCES, GRANITE COUNTERS AND ISLAND. MICROWAVE WAS JUST REPLACED. FULL SIZE STACKED WASHER AND DRYER JUST OFF THE KITCHEN.  THIS UNIT HAS A 1/2 BATH WITH ADDITIONAL FLEX SPACE.  BALCONY OVERLOOKS THE POOL.  1 CAR PARKING SPACE AND A STORAGE UNIT COMES WITH THIS UNIT.  BUILDING HAS MANY AMENITIES INCLUDING A FULL WORK OUT FACILITY, MOVIE ROOM AND PARTY ROOM WITH KITCHEN.   WITH MORTGAGE AND MONTHLY MAINTENANCE, YOUR MONTHLY PAYMENT IS LESS THAN A 1 BEDROOM APARTMENT IN THE AREA.   COME TAKE A LOOK TODAY.",300,St Joseph,Parkway,Edge Condos,207,300 St Joseph Parkway Unit#207,Houston,77002,2006,"$225,000",95528827,1047,,"Double Sinks, Primary Bath + Separate Shower",1,1,1.1,"En-Suite Bath, Primary Bed - 1st Floor, Walk-In Closet",1
https://matrixmedia.harmls.com/mediaserver/GetMedia.ashx?Key=186298006&TableID=9&Type=1&Size=3&exk=eeba7bb233c9119e44a394c67ca8d4cf&Number=0,5050 WOODWAY,"1 bedroom and 1 bathroom with washer and dryer combo, high-rise unit was fully renovated & it is move-in ready. Floor to ceiling glass runs the entire length of this condo. Hardwood floors, great location.",5050,Woodway,Drive,Executive House/Houston,2A,5050 Woodway Drive Unit#2A,Houston,77056,1965,"$225,000",80635452,1330,,Primary Bath Shower Only,1,0,1,Primary Bed - 1st Floor,1
https://matrixmedia.harmls.com/mediaserver/GetMedia.ashx?Key=185494994&TableID=9&Type=1&Size=3&exk=b71ccc0725c2f51f2b12f81586d9a342&Number=0,OTHER,"WE ARE LOCATED INSIDE THE PREMIUM COMMUNITY OF ALDEA ZAMA, CONSIDERED THE MOST EXCLUSIVE COMMUNITY OF TULUM AT THE MOMENT , DUE TO THE RAPIDLY INCREASING DEMAND FOR PROPERTY IN THIS AREA, THESE UNITS OFFER A POTENTIALLY HIGH ROI. JUST MINUTES AWAY FROM BEAUTIFUL CARIBBEAN BEACHES THAT ARE EASILY ACCESSIBLE BY BIKE. EXPERIENCE THE FEELING OF HOME AWAY FROM HOME. THE WARM SPACES CREATED BY SIGNATURE DEVELOPERS FROM THE REGION COMBINED WITH THIS ARCHITECTURAL MASTERPIECE MAKES AMAYA AN ECOLUXURY ENVIRONMENT.",0,Region 14,,other,2,0 Region 14 Unit#2,Tulum Quintana Roo,77760,,"$225,000",19739168,1235,,Shower Only,1,1,1.1,1 Bedroom Down - Not Primary BR,1
https://matrixmedia.harmls.com/mediaserver/GetMedia.ashx?Key=185183068&TableID=9&Type=1&Size=3&exk=6283d862520988e3ad3bd7cab8b62346&Number=0,GREENWAY,"Wonderful unit with great view of Galleria and Post Oak Skyline. Lovely Sunsets.  Open floor plan, laminate flooring Original kitchen cabinets with updated granite countertops and recent appliances. All appliances remain. Solar shades on all windows. Balcony has doors from Living and Bedroom areas. Full bath has white tiles, granite  countertops and staked washer dryer unit. 2 parking spaces. Great Location, easy access to Downtown, Medical Center and the Galleria!! Nice established full service building.",14,Greenway,Plaza,Greenway Condo,18L,14 Greenway Plaza Unit#18L,Houston,77046,1980,"$225,000",60415334,1026,,"Disabled Access, Primary Bath Shower Only, Tub w/shower",1,0,1,"Primary Bed - 1st Floor, Walk-In Closet",1
https://matrixmedia.harmls.com/mediaserver/GetMedia.ashx?Key=184072784&TableID=9&Type=1&Size=3&exk=e73ecd134170ee825d0a80f846c1a6c3&Number=0,ISLANDER EAST,"Enjoy the fresh Gulf breezes and panoramic views from this 9th floor beachfront condo.  You have two balconies to take in the beach views, sunrises and sunsets.  Unit comes fully furnished.  Tasteful updates make this a true paradise in the sky.  The amenities are plentiful, including gated entrance, heated pool, tennis courts, picnic areas, BBQ areas, gated doggie park and private walkover to the beach.  Short term rentals available, on site, if desired. Pet friendly.",415,Beach,Drive,Islander East Condo,903,415 E Beach Drive Unit#903,Galveston,77550,1980,"$225,000",42304189,653,,,1,0,1,,1
https://matrixmedia.harmls.com/mediaserver/GetMedia.ashx?Key=183271200&TableID=9&Type=1&Size=3&exk=954381a0ee92638e63606e5812779309&Number=0,BRIAR PLACE,"Enjoy the pleasures of high rise living in this lovely Galleria area condominium. This bright contemporary home features two spacious bedrooms and bathrooms, top grade granite counter tops, marble flooring, modern fixtures and appliances and a charming balcony with a east facing view. Building amenities include a porter to welcome you and your guests, valet parking, recreational facilities, indoor gym, outdoor pool, recreational facilities, trash service and more!",21,Briar Hollow,Lane,Briar Place Condo,202,21 Briar Hollow Lane Unit#202,Houston,77027,1979,"$225,000",16641650,1495,,"Tub w/shower, Vanity Area, Whirlpool/Jetted Tub",2,0,2,"All Bedrooms Down, Walk-In Closet",2
https://matrixmedia.harmls.com/mediaserver/GetMedia.ashx?Key=171428951&TableID=9&Type=1&Size=3&exk=16cdde06519c8e000bc2e0123c509a59&Number=0,CITY PLAZA AT TOWN SQUARE,"This 4th floor condo has an open kitchen, dining and living room. The kitchen features stainless refrigerator, microwave, dishwasher, sink, glass cooktop and full size oven. The kitchen bar leading to the dining room offers room for entertaining guests while cooking. City Plaza is located in the heart of Sugar Land Town Square across from the City Hall and Marriott Hotel.  This is a true lock and go community with only 167 condos.  The community features include private parking garage with assigned spaces, a resort styled pool with heated hot tub, two gas grills, a 15 person movie theater and a clubroom on the first floor with a convenient kitchen outfitted with oven, refrigerator, and microwave perfect for hosting parties.  This is a very unique community walking distance to First Colony Mall and over 100 boutique restaurants and retailers. Call us for a private showing today.",2299,Lone Star,,CITY PLAZA AT TOWN SQUARE,410,2299 Lone Star Unit#410,Sugar Land,77479,2004,"$227,500",3110811,743,,,1,0,1,Primary Bed - 1st Floor,1
https://matrixmedia.harmls.com/mediaserver/GetMedia.ashx?Key=185830752&TableID=9&Type=1&Size=3&exk=351c609ced412bc6f1b41ac65b0553d1&Number=0,THE MOSAIC ON HERMANN PARK,"Fantastic 1 bedroom floor plan with a great view of Downtown Houston. Hardwood Floors. All appliances included. Valet parking 24 hours a day. Concierge 24 hours. Best fitness center in town! A one acre pool deck area with hot tub, fire pits and Grills! A 6,000 sq. ft. social lounge with pool table and large screen TVs and a first floor theatre.",5925,Almeda,Road,Mosaic Residential North Condo,11503,5925 Almeda Road Unit#11503,Houston,77004,2006,"$229,000",15336309,791,,,1,0,1,,1
https://matrixmedia.harmls.com/mediaserver/GetMedia.ashx?Key=179758667&TableID=9&Type=1&Size=3&exk=69b1b9f83508edb7264eed178d8e2a65&Number=0,WOODWAY PLACE II,"Move in ready unit on the 3rd floor. Painted and new carpet installed October 2019. Large walk in storage unit off the entry can work as flex space. Parking Space #B31 & E43. Two assigned parking spaces one on ground level. This is a great building with 24/7 concierge, doorman, lush grounds around swimming pool, tennis courts and an event room located on the first floor.",651,Bering,Drive,Woodway Place II Condo,305,651 Bering Drive Unit#305,Houston,77057,1983,"$229,000",33836259,1528,,"Double Sinks, Tub w/shower, Vanity Area",2,0,2,"All Bedrooms Down, Walk-In Closet",2
https://matrixmedia.harmls.com/mediaserver/GetMedia.ashx?Key=184442637&TableID=9&Type=1&Size=3&exk=87ac2b3e1f7d7c48942c2afa586f8f16&Number=0,THE MOSAIC ON HERMANN PARK,"Elegant, one-of-a-kind 1/1 in highly sought after Mosaic at Hermann Park with stunning panoramic Downtown skyline views.  Impressive use of square footage. Unit offers a sophisticated, relaxing feeling with real hardwood floors throughout and Calacatta tile work in the entry. Custom floor to ceiling bookshelves surround a king-sized murphy bed by California Closets to maximize entertainment and living spaces. Huge walk in closet with stacked, front-loading washer and dryer. Marble countertops in kitchen and bath. New water heater in 2016. Mosaic oversees Hermann Park, the Houston Zoo, and the Texas Med Center.  Enjoy the 6000 sq ft gym and one acre pool deck that other buildings simply cannot compete with. Mosaic has 24 hr concierge, valet, and private shuttle to the Med Center. Walking distance to Hermann Golf Course and Park, Houston Zoo, Med Center, Museums, and multiple restaurants. Video tour upon request!",5925,Almeda,Road,Mosaic Residential North Condo,11707,5925 Almeda Road Unit#11707,Houston,77004,2006,"$229,900",48908506,800,,,1,0,1,,1
